"name_de";"nummer";"lager_menge_total1";"lagerartikel";"lager_platz1"
"Rollhocker POSTO Keine Auswahl PISA-grau Triositz";"P-RH-PO.61";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO Keine Auswahl PISA-grau Sattelsitz";"P-RH-PO.62";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO Keine Auswahl PISA-graphit Tellersitz";"P-RH-PO.63";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO Keine Auswahl PISA-graphit Triositz";"P-RH-PO.64";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO Keine Auswahl PISA-graphit Sattelsitz";"P-RH-PO.65";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-champagner Tellersitz";"P-RH-PO.66";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-champagner Triositz";"P-RH-PO.67";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-champagner Sattelsitz";"P-RH-PO.68";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-perle Tellersitz";"P-RH-PO.69";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-düne Triositz";"P-RH-PO.7";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-perle Triositz";"P-RH-PO.70";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-perle Sattelsitz";"P-RH-PO.71";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-düne Sattelsitz";"P-RH-PO.8";"0";"0";"HMW-Lagerplatz1"
"Rollhocker POSTO PISA-Farbe wählen PU-meteor Tellersitz";"P-RH-PO.9";"0";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO crema";"P-RH-SO";"0";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO siena";"P-RH-SO.1";"36";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO lime";"P-RH-SO.2";"12";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO marina";"P-RH-SO.3";"0";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO burgund";"P-RH-SO.4";"28";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO stone";"P-RH-SO.5";"0";"0";"HMW-Lagerplatz1"
"Rollhocker SOLO";"P-RH-SO_H";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-Farbe wählen Tellersitz_CAV palisander";"P-SH-CA.1";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Sattelsitz_CAV buche";"P-SH-CA.10";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Sattelsitz_CAV buche";"P-SH-CA.100";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Sattelsitz_CAV palisander";"P-SH-CA.101";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Tellersitz_CAV buche";"P-SH-CA.102";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Tellersitz_CAV palisander";"P-SH-CA.103";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Triositz_CAV buche";"P-SH-CA.104";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Triositz_CAV palisander";"P-SH-CA.105";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Sattelsitz_CAV buche";"P-SH-CA.106";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-orange Sattelsitz_CAV palisander";"P-SH-CA.107";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Tellersitz_CAV buche";"P-SH-CA.108";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Tellersitz_CAV palisander";"P-SH-CA.109";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Sattelsitz_CAV palisander";"P-SH-CA.11";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Triositz_CAV buche";"P-SH-CA.110";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Triositz_CAV palisander";"P-SH-CA.111";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Sattelsitz_CAV buche";"P-SH-CA.112";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-rot Sattelsitz_CAV palisander";"P-SH-CA.113";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Tellersitz_CAV buche";"P-SH-CA.114";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Tellersitz_CAV palisander";"P-SH-CA.115";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Triositz_CAV buche";"P-SH-CA.116";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Triositz_CAV palisander";"P-SH-CA.117";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Sattelsitz_CAV buche";"P-SH-CA.118";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-blau Sattelsitz_CAV palisander";"P-SH-CA.119";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Tellersitz_CAV buche";"P-SH-CA.12";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Tellersitz_CAV buche";"P-SH-CA.120";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Tellersitz_CAV palisander";"P-SH-CA.121";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Triositz_CAV buche";"P-SH-CA.122";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Triositz_CAV palisander";"P-SH-CA.123";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Sattelsitz_CAV buche";"P-SH-CA.124";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-apfelgrün Sattelsitz_CAV palisander";"P-SH-CA.125";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Tellersitz_CAV buche";"P-SH-CA.126";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Tellersitz_CAV palisander";"P-SH-CA.127";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Triositz_CAV buche";"P-SH-CA.128";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Triositz_CAV palisander";"P-SH-CA.129";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Tellersitz_CAV palisander";"P-SH-CA.13";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Sattelsitz_CAV buche";"P-SH-CA.130";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-grau Sattelsitz_CAV palisander";"P-SH-CA.131";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Tellersitz_CAV buche";"P-SH-CA.132";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Tellersitz_CAV palisander";"P-SH-CA.133";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Triositz_CAV buche";"P-SH-CA.134";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Triositz_CAV palisander";"P-SH-CA.135";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Sattelsitz_CAV buche";"P-SH-CA.136";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-graphit Sattelsitz_CAV palisander";"P-SH-CA.137";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Tellersitz_CAV buche";"P-SH-CA.138";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Tellersitz_CAV palisander";"P-SH-CA.139";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Triositz_CAV buche";"P-SH-CA.14";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Triositz_CAV buche";"P-SH-CA.140";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Triositz_CAV palisander";"P-SH-CA.141";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Sattelsitz_CAV buche";"P-SH-CA.142";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-perle Sattelsitz_CAV palisander";"P-SH-CA.143";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Triositz_CAV palisander";"P-SH-CA.15";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Sattelsitz_CAV buche";"P-SH-CA.16";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-champagner Sattelsitz_CAV palisander";"P-SH-CA.17";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Tellersitz_CAV buche";"P-SH-CA.18";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Tellersitz_CAV palisander";"P-SH-CA.19";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-Farbe wählen Triositz_CAV buche";"P-SH-CA.2";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Triositz_CAV buche";"P-SH-CA.20";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Triositz_CAV palisander";"P-SH-CA.21";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Sattelsitz_CAV buche";"P-SH-CA.22";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-düne Sattelsitz_CAV palisander";"P-SH-CA.23";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Tellersitz_CAV buche";"P-SH-CA.24";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Tellersitz_CAV palisander";"P-SH-CA.25";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Triositz_CAV buche";"P-SH-CA.26";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Triositz_CAV palisander";"P-SH-CA.27";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Sattelsitz_CAV buche";"P-SH-CA.28";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-meteor Sattelsitz_CAV palisander";"P-SH-CA.29";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-Farbe wählen Triositz_CAV palisander";"P-SH-CA.3";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Tellersitz_CAV buche";"P-SH-CA.30";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Tellersitz_CAV palisander";"P-SH-CA.31";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Triositz_CAV buche";"P-SH-CA.32";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Triositz_CAV palisander";"P-SH-CA.33";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Sattelsitz_CAV buche";"P-SH-CA.34";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-graphit Sattelsitz_CAV palisander";"P-SH-CA.35";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Tellersitz_CAV buche";"P-SH-CA.36";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Tellersitz_CAV palisander";"P-SH-CA.37";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Triositz_CAV buche";"P-SH-CA.38";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Triositz_CAV palisander";"P-SH-CA.39";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-Farbe wählen Sattelsitz_CAV buche";"P-SH-CA.4";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Sattelsitz_CAV buche";"P-SH-CA.40";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-schokolade Sattelsitz_CAV palisander";"P-SH-CA.41";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Tellersitz_CAV buche";"P-SH-CA.42";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Tellersitz_CAV palisander";"P-SH-CA.43";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Triositz_CAV buche";"P-SH-CA.44";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Triositz_CAV palisander";"P-SH-CA.45";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Sattelsitz_CAV buche";"P-SH-CA.46";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-tiefschwarz Sattelsitz_CAV palisander";"P-SH-CA.47";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Tellersitz_CAV buche";"P-SH-CA.48";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Tellersitz_CAV palisander";"P-SH-CA.49";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-Farbe wählen Sattelsitz_CAV palisander";"P-SH-CA.5";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Triositz_CAV buche";"P-SH-CA.50";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Triositz_CAV palisander";"P-SH-CA.51";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Sattelsitz_CAV buche";"P-SH-CA.52";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-sonne Sattelsitz_CAV palisander";"P-SH-CA.53";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Tellersitz_CAV buche";"P-SH-CA.54";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Tellersitz_CAV palisander";"P-SH-CA.55";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Triositz_CAV buche";"P-SH-CA.56";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Triositz_CAV palisander";"P-SH-CA.57";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Sattelsitz_CAV buche";"P-SH-CA.58";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-gras Sattelsitz_CAV palisander";"P-SH-CA.59";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Tellersitz_CAV buche";"P-SH-CA.6";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Tellersitz_CAV buche";"P-SH-CA.60";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Tellersitz_CAV palisander";"P-SH-CA.61";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Triositz_CAV buche";"P-SH-CA.62";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Triositz_CAV palisander";"P-SH-CA.63";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Sattelsitz_CAV buche";"P-SH-CA.64";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-azur Sattelsitz_CAV palisander";"P-SH-CA.65";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Tellersitz_CAV buche";"P-SH-CA.66";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Tellersitz_CAV palisander";"P-SH-CA.67";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Triositz_CAV buche";"P-SH-CA.68";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Triositz_CAV palisander";"P-SH-CA.69";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Tellersitz_CAV palisander";"P-SH-CA.7";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Sattelsitz_CAV buche";"P-SH-CA.70";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-saphir Sattelsitz_CAV palisander";"P-SH-CA.71";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Tellersitz_CAV buche";"P-SH-CA.72";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Tellersitz_CAV palisander";"P-SH-CA.73";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Triositz_CAV buche";"P-SH-CA.74";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Triositz_CAV palisander";"P-SH-CA.75";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Sattelsitz_CAV buche";"P-SH-CA.76";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-mandarine Sattelsitz_CAV palisander";"P-SH-CA.77";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Tellersitz_CAV buche";"P-SH-CA.78";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Tellersitz_CAV palisander";"P-SH-CA.79";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Triositz_CAV buche";"P-SH-CA.8";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Triositz_CAV buche";"P-SH-CA.80";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Triositz_CAV palisander";"P-SH-CA.81";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Sattelsitz_CAV buche";"P-SH-CA.82";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weinrot Sattelsitz_CAV palisander";"P-SH-CA.83";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Tellersitz_CAV buche";"P-SH-CA.84";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Tellersitz_CAV palisander";"P-SH-CA.85";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Triositz_CAV buche";"P-SH-CA.86";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Triositz_CAV palisander";"P-SH-CA.87";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Sattelsitz_CAV buche";"P-SH-CA.88";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-natur Sattelsitz_CAV palisander";"P-SH-CA.89";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO PISA-Farbe wählen PU-weiß Triositz_CAV palisander";"P-SH-CA.9";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Tellersitz_CAV buche";"P-SH-CA.90";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Tellersitz_CAV palisander";"P-SH-CA.91";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Triositz_CAV buche";"P-SH-CA.92";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Triositz_CAV palisander";"P-SH-CA.93";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Sattelsitz_CAV buche";"P-SH-CA.94";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-beige Sattelsitz_CAV palisander";"P-SH-CA.95";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Tellersitz_CAV buche";"P-SH-CA.96";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Tellersitz_CAV palisander";"P-SH-CA.97";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Triositz_CAV buche";"P-SH-CA.98";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO Keine Auswahl PISA-honig  Triositz_CAV palisander";"P-SH-CA.99";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.1";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.10";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.11";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.12";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.13";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.14";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.15";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.16";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.17";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.18";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.19";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.2";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.20";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.21";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.22";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.23";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.24";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.25";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.26";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.27";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.28";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.29";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.3";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.30";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.31";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.32";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.33";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.34";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.35";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.36";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.37";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.38";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.39";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.4";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.40";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.41";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.42";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.43";"0";"0";"HMW-Lagerplatz1"
"Stehhilfe CAVALLO";"P-SH-CAV.44";"0";"0";"HMW-Lagerplatz1"
