"name_de";"nummer";"lager_menge_total1";"lagerartikel";"lager_platz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-weiß Palisander lackiert";"M-AF-AY.7";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Ebenholz geölt PU-tiefschwarz";"M-AF-AY.70";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche lackiert PU-sonne";"M-AF-AY.71";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche lackiert PU-sonne";"M-AF-AY.72";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche geölt PU-sonne";"M-AF-AY.73";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche geölt PU-sonne";"M-AF-AY.74";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-sonne Wenge geölt";"M-AF-AY.75";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-sonne Wenge geölt";"M-AF-AY.76";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-sonne Palisander lackiert";"M-AF-AY.77";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-sonne Palisander lackiert";"M-AF-AY.78";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Ebenholz geölt PU-sonne";"M-AF-AY.79";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-weiß Palisander lackiert";"M-AF-AY.8";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Ebenholz geölt PU-sonne";"M-AF-AY.80";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche lackiert PU-gras";"M-AF-AY.81";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche lackiert PU-gras";"M-AF-AY.82";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche geölt PU-gras";"M-AF-AY.83";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche geölt PU-gras";"M-AF-AY.84";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-gras Wenge geölt";"M-AF-AY.85";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-gras Wenge geölt";"M-AF-AY.86";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-gras Palisander lackiert";"M-AF-AY.87";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-gras Palisander lackiert";"M-AF-AY.88";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Ebenholz geölt PU-gras";"M-AF-AY.89";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Ebenholz geölt PU-weiß";"M-AF-AY.9";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Ebenholz geölt PU-gras";"M-AF-AY.90";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche lackiert PU-azur";"M-AF-AY.91";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche lackiert PU-azur";"M-AF-AY.92";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Buche geölt PU-azur";"M-AF-AY.93";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente Buche geölt PU-azur";"M-AF-AY.94";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-azur Wenge geölt";"M-AF-AY.95";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-azur Wenge geölt";"M-AF-AY.96";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment PU-azur Palisander lackiert";"M-AF-AY.97";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 2-Segmente PU-azur Palisander lackiert";"M-AF-AY.98";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege AMBRA fix Ayurvedaliege AMBRA fix Ayurveda 1-Segment Ebenholz geölt PU-azur";"M-AF-AY.99";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-düne Palisander lackiert";"M-AF-HA";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-weiß";"M-AF-HA.1";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-champagner";"M-AF-HA.10";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-düne";"M-AF-HA.11";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-düne";"M-AF-HA.12";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-düne Wenge geölt";"M-AF-HA.13";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-düne";"M-AF-HA.14";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-meteor";"M-AF-HA.15";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-meteor";"M-AF-HA.16";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-meteor Wenge geölt";"M-AF-HA.17";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-meteor Palisander lackiert";"M-AF-HA.18";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-meteor";"M-AF-HA.19";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-weiß";"M-AF-HA.2";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-graphit";"M-AF-HA.20";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-graphit";"M-AF-HA.21";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-graphit Wenge geölt";"M-AF-HA.22";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-graphit Palisander lackiert";"M-AF-HA.23";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-graphit";"M-AF-HA.24";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-schokolade";"M-AF-HA.25";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-schokolade";"M-AF-HA.26";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-schokolade Wenge geölt";"M-AF-HA.27";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-schokolade Palisander lackiert";"M-AF-HA.28";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-schokolade";"M-AF-HA.29";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-weiß Wenge geölt";"M-AF-HA.3";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-tiefschwarz";"M-AF-HA.30";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-tiefschwarz";"M-AF-HA.31";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-tiefschwarz Wenge geölt";"M-AF-HA.32";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-tiefschwarz Palisander lackiert";"M-AF-HA.33";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-tiefschwarz";"M-AF-HA.34";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-sonne";"M-AF-HA.35";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-sonne";"M-AF-HA.36";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-sonne Wenge geölt";"M-AF-HA.37";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-sonne Palisander lackiert";"M-AF-HA.38";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-sonne";"M-AF-HA.39";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-weiß Palisander lackiert";"M-AF-HA.4";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-gras";"M-AF-HA.40";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-gras";"M-AF-HA.41";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-gras Wenge geölt";"M-AF-HA.42";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-gras Palisander lackiert";"M-AF-HA.43";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-gras";"M-AF-HA.44";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-azur";"M-AF-HA.45";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-azur";"M-AF-HA.46";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-azur Wenge geölt";"M-AF-HA.47";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-azur Palisander lackiert";"M-AF-HA.48";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-azur";"M-AF-HA.49";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-weiß";"M-AF-HA.5";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-saphir";"M-AF-HA.50";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-saphir";"M-AF-HA.51";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-saphir Wenge geölt";"M-AF-HA.52";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-saphir Palisander lackiert";"M-AF-HA.53";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-saphir";"M-AF-HA.54";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-mandarine";"M-AF-HA.55";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-mandarine";"M-AF-HA.56";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-mandarine Wenge geölt";"M-AF-HA.57";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-mandarine Palisander lackiert";"M-AF-HA.58";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-mandarine";"M-AF-HA.59";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-champagner";"M-AF-HA.6";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-weinrot";"M-AF-HA.60";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-weinrot";"M-AF-HA.61";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-weinrot Wenge geölt";"M-AF-HA.62";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-weinrot Palisander lackiert";"M-AF-HA.63";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-weinrot";"M-AF-HA.64";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche lackiert PU-perle";"M-AF-HA.65";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-perle";"M-AF-HA.66";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-perle Wenge geölt";"M-AF-HA.67";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-perle Palisander lackiert";"M-AF-HA.68";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Ebenholz geölt PU-perle";"M-AF-HA.69";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii Buche geölt PU-champagner";"M-AF-HA.7";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-champagner Wenge geölt";"M-AF-HA.8";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Hawaii PU-champagner Palisander lackiert";"M-AF-HA.9";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-weiß";"M-AF.1";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-weiß";"M-AF.10";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-saphir";"M-AF.100";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-saphir";"M-AF.101";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-saphir";"M-AF.102";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-saphir";"M-AF.103";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-saphir Wenge geölt";"M-AF.104";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-saphir Wenge geölt";"M-AF.105";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-saphir Palisander lackiert";"M-AF.106";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-saphir Palisander lackiert";"M-AF.107";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-saphir";"M-AF.108";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-saphir";"M-AF.109";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-champagner";"M-AF.11";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-mandarine";"M-AF.110";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-mandarine";"M-AF.111";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-mandarine";"M-AF.112";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-mandarine";"M-AF.113";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-mandarine Wenge geölt";"M-AF.114";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-mandarine Wenge geölt";"M-AF.115";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-mandarine Palisander lackiert";"M-AF.116";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-mandarine Palisander lackiert";"M-AF.117";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-mandarine";"M-AF.118";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-mandarine";"M-AF.119";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-champagner";"M-AF.12";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-weinrot";"M-AF.120";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-weinrot";"M-AF.121";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-weinrot";"M-AF.122";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-weinrot";"M-AF.123";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-weinrot Wenge geölt";"M-AF.124";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-weinrot Wenge geölt";"M-AF.125";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-weinrot Palisander lackiert";"M-AF.126";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-weinrot Palisander lackiert";"M-AF.127";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-weinrot";"M-AF.128";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-weinrot";"M-AF.129";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-champagner";"M-AF.13";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-perle";"M-AF.130";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-perle";"M-AF.131";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-perle";"M-AF.132";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-perle";"M-AF.133";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-perle Wenge geölt";"M-AF.134";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-perle Wenge geölt";"M-AF.135";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-perle Palisander lackiert";"M-AF.136";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-perle Palisander lackiert";"M-AF.137";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-perle";"M-AF.138";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-perle";"M-AF.139";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-champagner";"M-AF.14";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-champagner Wenge geölt";"M-AF.15";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-champagner Wenge geölt";"M-AF.16";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-champagner Palisander lackiert";"M-AF.17";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-champagner Palisander lackiert";"M-AF.18";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-champagner";"M-AF.19";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-weiß";"M-AF.2";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-champagner";"M-AF.20";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-düne";"M-AF.21";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-düne";"M-AF.22";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-düne";"M-AF.23";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-düne";"M-AF.24";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-düne Wenge geölt";"M-AF.25";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-düne Wenge geölt";"M-AF.26";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-düne Palisander lackiert";"M-AF.27";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-düne Palisander lackiert";"M-AF.28";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-düne";"M-AF.29";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-weiß";"M-AF.3";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-düne";"M-AF.30";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-meteor";"M-AF.31";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-meteor";"M-AF.32";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-meteor";"M-AF.33";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-meteor";"M-AF.34";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-meteor Wenge geölt";"M-AF.35";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-meteor Wenge geölt";"M-AF.36";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-meteor Palisander lackiert";"M-AF.37";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-meteor Palisander lackiert";"M-AF.38";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-meteor";"M-AF.39";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-weiß";"M-AF.4";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 2-Segmente PU-meteor";"M-AF.40";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 1-Segment PU-graphit";"M-AF.41";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche lackiert Massageliege AMBRA fix 2-Segmente PU-graphit";"M-AF.42";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 1-Segment PU-graphit";"M-AF.43";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Buche geölt Massageliege AMBRA fix 2-Segmente PU-graphit";"M-AF.44";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-graphit Wenge geölt";"M-AF.45";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-graphit Wenge geölt";"M-AF.46";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-graphit Palisander lackiert";"M-AF.47";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 2-Segmente PU-graphit Palisander lackiert";"M-AF.48";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Ebenholz geölt Massageliege AMBRA fix 1-Segment PU-graphit";"M-AF.49";"0";"0";"HMW-Lagerplatz1"
"Massageliege AMBRA fix Massageliege AMBRA fix 1-Segment PU-weiß Wenge geölt";"M-AF.5";"0";"0";"HMW-Lagerplatz1"
